skin_isim;bynogame_fiyat_tl;son_hafta_satılan;son_2_hafta_satılan;son_1_ay_satılan;son_2_ay_satılan;son_3_ay_satılan;son_hafta_ortalama_fiyat;son_2_hafta_ortalama_fiyat;son_1_ay_ortalama_fiyat;son_2_ay_ortalama_fiyat;son_3_ay_ortalama_fiyat
★ Flip Knife | Lore (Battle-Scarred);11.668;-;-;-;-;-;;;-;;
★ StatTrak™ Gut Knife | Freehand (Minimal Wear);9.252;-;1;1;1;1;;3900 ₺;3900 ₺;3900 ₺;3900 ₺
★ StatTrak™ Gut Knife | Autotronic (Field-Tested);7.311;-;-;1;1;1;;;5100 ₺;5100 ₺;5100 ₺
★ StatTrak™ M9 Bayonet | Freehand (Minimal Wear);22.225;-;-;-;-;-;;;-;;
★ M9 Bayonet | Gamma Doppler (Minimal Wear);82.000;-;-;-;-;-;;;-;;
★ StatTrak™ Bayonet | Lore (Minimal Wear);22.800;-;-;-;-;-;;;-;;
★ Bayonet | Black Laminate (Battle-Scarred);11.053;-;-;-;1;1;;;-;8700 ₺;8700 ₺
★ StatTrak™ Bayonet | Bright Water (Field-Tested);10.746;-;-;-;-;-;;;-;;
★ StatTrak™ Bayonet | Autotronic (Field-Tested);24.000;-;-;-;-;-;;;-;;
★ Flip Knife | Bright Water (Minimal Wear);8.500;1;1;1;1;2;7800 ₺;7800 ₺;7800 ₺;7800 ₺;7100 ₺
★ StatTrak™ Bayonet | Bright Water (Minimal Wear);12.650;-;-;-;-;-;;;-;;
★ Karambit | Bright Water (Well-Worn);26.395;-;-;-;-;-;;;-;;
★ Gut Knife | Black Laminate (Battle-Scarred);3.750;-;-;-;1;3;;;-;3335 ₺;3123 ₺
★ Flip Knife | Black Laminate (Well-Worn);7.700;-;-;-;-;1;;;-;;
★ StatTrak™ Flip Knife | Autotronic (Minimal Wear);21.983;-;-;1;1;1;;;13953 ₺;13953 ₺;13953 ₺
★ Karambit | Black Laminate (Well-Worn);37.888;-;-;-;-;1;;;-;;
★ StatTrak™ Karambit | Lore (Battle-Scarred);35.000;-;-;-;-;-;;;-;;
★ StatTrak™ Flip Knife | Lore (Minimal Wear);15.458;-;-;-;-;-;;;-;;
★ Karambit | Freehand (Factory New);33.602;1;1;1;1;1;33183 ₺;33183 ₺;33183 ₺;33183 ₺;33183 ₺
★ Gut Knife | Autotronic (Factory New);10.500;-;-;-;-;-;;;-;;
★ Bayonet | Autotronic (Factory New);32.006;-;-;-;-;-;;;-;;
★ M9 Bayonet | Autotronic (Battle-Scarred);37.399;-;-;-;-;-;;;-;;
★ Gut Knife | Autotronic (Minimal Wear);7.803;1;1;1;3;4;5400 ₺;5400 ₺;5400 ₺;5900 ₺;5725 ₺
★ Bayonet | Freehand (Well-Worn);11.535;-;-;-;1;1;;;-;7555 ₺;7555 ₺
★ StatTrak™ Gut Knife | Lore (Field-Tested);6.300;-;-;1;2;3;;;4650 ₺;4775 ₺;4567 ₺
★ Flip Knife | Black Laminate (Battle-Scarred);8.017;-;-;-;-;2;;;-;;
★ StatTrak™ Karambit | Black Laminate (Minimal Wear);0;-;-;-;-;-;;;-;;
★ Gut Knife | Lore (Factory New);9.505;-;-;-;1;3;;;-;7900 ₺;6917 ₺
★ Bayonet | Autotronic (Battle-Scarred);16.351;-;-;-;1;1;;;-;11616 ₺;11616 ₺
★ Flip Knife | Freehand (Factory New);10.085;-;-;-;-;-;;;-;;
★ Gut Knife | Autotronic (Field-Tested);6.400;2;4;7;9;16;5150 ₺;5200 ₺;5393 ₺;5250 ₺;5050 ₺
★ StatTrak™ M9 Bayonet | Freehand (Field-Tested);23.642;-;-;-;1;1;;;-;16100 ₺;16100 ₺
★ StatTrak™ Flip Knife | Lore (Field-Tested);13.833;-;-;-;-;-;;;-;;
★ M9 Bayonet | Bright Water (Minimal Wear);26.499;-;-;-;1;2;;;-;18500 ₺;18250 ₺
★ StatTrak™ M9 Bayonet | Lore (Field-Tested);40.000;-;-;-;-;-;;;-;;
★ Flip Knife | Freehand (Field-Tested);8.631;-;-;1;1;3;;;6150 ₺;6150 ₺;6397 ₺
★ Bayonet | Autotronic (Minimal Wear);19.950;-;-;-;-;-;;;-;;
★ M9 Bayonet | Black Laminate (Field-Tested);34.412;-;-;-;-;-;;;-;;
★ Flip Knife | Black Laminate (Field-Tested);7.900;-;-;-;1;2;;;-;6650 ₺;6601 ₺
★ Karambit | Black Laminate (Battle-Scarred);36.953;-;-;-;-;-;;;-;;
★ M9 Bayonet | Lore (Battle-Scarred);27.000;-;-;-;-;-;;;-;;
★ Flip Knife | Gamma Doppler (Minimal Wear);28.745;-;-;-;-;1;;;-;;
StatTrak™ M4A1-S | Mecha Industries (Well-Worn);2.602;-;1;1;1;1;;1750 ₺;1750 ₺;1750 ₺;1750 ₺
★ StatTrak™ Gut Knife | Gamma Doppler (Factory New);13.750;-;-;-;-;1;;;-;;
★ Flip Knife | Lore (Minimal Wear);0;1;1;2;3;4;10887 ₺;10887 ₺;10950 ₺;10800 ₺;10662 ₺
★ Flip Knife | Autotronic (Battle-Scarred);9.515;-;-;-;-;-;;;-;;
★ Bayonet | Bright Water (Battle-Scarred);9.887;-;-;-;-;-;;;-;;
★ Karambit | Freehand (Minimal Wear);27.000;1;1;4;6;9;22000 ₺;22000 ₺;23830 ₺;23646 ₺;23564 ₺
★ Gut Knife | Bright Water (Minimal Wear);4.000;-;1;1;3;4;;3800 ₺;3800 ₺;3727 ₺;3745 ₺
★ M9 Bayonet | Bright Water (Field-Tested);23.901;-;-;1;1;2;;;17404 ₺;17404 ₺;16952 ₺
★ M9 Bayonet | Freehand (Minimal Wear);25.000;-;-;-;-;-;;;-;;
★ Karambit | Bright Water (Minimal Wear);29.750;-;-;-;-;-;;;-;;
★ M9 Bayonet | Black Laminate (Well-Worn);32.999;-;-;-;-;-;;;-;;
★ StatTrak™ Bayonet | Lore (Field-Tested);22.884;-;-;-;2;3;;;-;13400 ₺;16810 ₺
★ StatTrak™ Bayonet | Autotronic (Minimal Wear);22.939;-;-;-;-;-;;;-;;
★ Bayonet | Black Laminate (Minimal Wear);12.441;-;-;1;1;1;;;9500 ₺;9500 ₺;9500 ₺
★ Karambit | Freehand (Field-Tested);25.000;-;1;2;4;5;;21500 ₺;21700 ₺;21975 ₺;21760 ₺
★ M9 Bayonet | Freehand (Field-Tested);24.508;-;-;-;1;1;;;-;24081 ₺;24081 ₺
★ Karambit | Bright Water (Field-Tested);24.700;-;-;-;-;-;;;-;;
★ Bayonet | Bright Water (Minimal Wear);12.363;1;1;1;1;2;9800 ₺;9800 ₺;9800 ₺;9800 ₺;9550 ₺
★ StatTrak™ Gut Knife | Lore (Factory New);11.922;-;-;-;-;-;;;-;;
★ Karambit | Freehand (Well-Worn);23.000;-;1;1;1;1;;21500 ₺;21500 ₺;21500 ₺;21500 ₺
★ Gut Knife | Autotronic (Battle-Scarred);5.556;-;-;2;4;6;;;4215 ₺;4258 ₺;4163 ₺
★ Flip Knife | Lore (Factory New);22.264;-;-;-;2;3;;;-;14029 ₺;14267 ₺
★ M9 Bayonet | Freehand (Factory New);28.710;-;-;-;-;-;;;-;;
★ Bayonet | Lore (Field-Tested);18.813;-;1;2;5;7;;15200 ₺;14850 ₺;14930 ₺;15180 ₺
★ Flip Knife | Bright Water (Factory New);9.672;-;-;-;-;-;;;-;;
★ Gut Knife | Lore (Battle-Scarred);5.966;-;1;2;4;4;;3850 ₺;3825 ₺;3748 ₺;3748 ₺
★ Bayonet | Bright Water (Factory New);11.250;-;-;-;-;-;;;-;;
★ M9 Bayonet | Lore (Field-Tested);39.960;-;-;-;-;-;;;-;;
★ Flip Knife | Autotronic (Field-Tested);11.924;1;1;1;1;2;8750 ₺;8750 ₺;8750 ₺;8750 ₺;7875 ₺
★ M9 Bayonet | Black Laminate (Battle-Scarred);32.889;-;-;-;-;-;;;-;;
★ Flip Knife | Autotronic (Minimal Wear);15.155;-;-;-;-;-;;;-;;
★ Bayonet | Black Laminate (Well-Worn);11.120;-;-;1;1;1;;;9500 ₺;9500 ₺;9500 ₺
★ StatTrak™ Flip Knife | Gamma Doppler (Factory New);24.000;-;-;-;-;1;;;-;;
★ Bayonet | Gamma Doppler (Minimal Wear);35.000;-;-;-;-;1;;;-;;
★ Flip Knife | Lore (Field-Tested);11.965;-;-;-;-;-;;;-;;
★ StatTrak™ Bayonet | Gamma Doppler (Factory New);40.784;-;-;-;-;-;;;-;;
★ Bayonet | Freehand (Field-Tested);11.281;-;-;-;1;3;;;-;10500 ₺;9007 ₺
★ Bayonet | Freehand (Minimal Wear);12.858;-;-;-;2;2;;;-;10750 ₺;10750 ₺
★ Bayonet | Lore (Minimal Wear);23.000;-;-;-;1;2;;;-;18056 ₺;18717 ₺
★ Bayonet | Lore (Battle-Scarred);13.000;1;1;2;4;6;9450 ₺;9450 ₺;9734 ₺;10846 ₺;10772 ₺
★ Gut Knife | Bright Water (Factory New);4.000;-;1;1;4;4;;4900 ₺;4900 ₺;4275 ₺;4275 ₺
★ M9 Bayonet | Black Laminate (Minimal Wear);38.197;-;-;-;-;-;;;-;;
★ Bayonet | Bright Water (Field-Tested);10.709;-;1;1;1;3;;8066 ₺;8066 ₺;8066 ₺;7965 ₺
★ Flip Knife | Black Laminate (Minimal Wear);9.721;-;-;-;-;-;;;-;;
★ Karambit | Gamma Doppler (Factory New);73.000;-;1;1;1;4;;65000 ₺;65000 ₺;65000 ₺;143250 ₺
★ M9 Bayonet | Gamma Doppler (Factory New);75.000;-;-;-;2;3;;;-;59578 ₺;59052 ₺
★ Bayonet | Gamma Doppler (Factory New);27.000;1;2;4;6;7;26500 ₺;30806 ₺;28882 ₺;29505 ₺;29018 ₺
★ Flip Knife | Bright Water (Field-Tested);7.935;-;-;-;1;2;;;-;5852 ₺;5725 ₺
★ Bayonet | Black Laminate (Field-Tested);12.183;-;-;-;2;2;;;-;10822 ₺;10822 ₺
★ Bayonet | Freehand (Factory New);14.070;-;-;-;-;-;;;-;;
★ Bayonet | Lore (Factory New);32.604;-;-;-;1;1;;;-;24000 ₺;24000 ₺
★ M9 Bayonet | Lore (Minimal Wear);77.000;-;-;-;-;-;;;-;;
★ Flip Knife | Gamma Doppler (Factory New);23.749;-;-;-;1;3;;;-;20750 ₺;19767 ₺
StatTrak™ Glock-18 | Wasteland Rebel (Well-Worn);1.363;-;-;-;-;-;;;-;;
StatTrak™ Glock-18 | Wasteland Rebel (Battle-Scarred);849;-;-;-;-;-;;;-;;
StatTrak™ P2000 | Imperial Dragon (Well-Worn);375;-;-;-;-;-;;;-;;
StatTrak™ SCAR-20 | Bloodsport (Well-Worn);377;-;-;-;-;-;;;-;;
M4A1-S | Mecha Industries (Well-Worn);900;-;-;1;5;8;;;820 ₺;791 ₺;792 ₺
StatTrak™ M4A4 | Desolate Space (Factory New);2.945;-;1;1;2;3;;2150 ₺;2150 ₺;2409 ₺;2284 ₺
StatTrak™ M4A1-S | Mecha Industries (Field-Tested);2.412;-;-;-;1;1;;;-;1750 ₺;1750 ₺
StatTrak™ AUG | Aristocrat (Well-Worn);69;-;1;1;2;2;;70 ₺;70 ₺;65 ₺;65 ₺
StatTrak™ P250 | Iron Clad (Factory New);168;-;-;-;-;-;;;-;;
StatTrak™ Glock-18 | Wasteland Rebel (Field-Tested);639;-;-;-;-;-;;;-;;
StatTrak™ M4A1-S | Mecha Industries (Battle-Scarred);2.480;-;-;1;1;1;;;1525 ₺;1525 ₺;1525 ₺
StatTrak™ M4A1-S | Mecha Industries (Minimal Wear);4.001;1;3;5;5;6;4279 ₺;3315 ₺;3138 ₺;3138 ₺;2982 ₺
StatTrak™ Five-SeveN | Violent Daimyo (Well-Worn);72;-;-;-;-;-;;;-;;
StatTrak™ P2000 | Imperial Dragon (Factory New);997;-;-;-;-;-;;;-;;
StatTrak™ AUG | Aristocrat (Factory New);246;1;1;1;3;4;215 ₺;215 ₺;215 ₺;232 ₺;220 ₺
StatTrak™ P90 | Chopper (Factory New);250;-;-;1;2;5;;;179 ₺;170 ₺;160 ₺
StatTrak™ P2000 | Imperial Dragon (Battle-Scarred);362;-;-;-;-;-;;;-;;
StatTrak™ M4A4 | Desolate Space (Well-Worn);462;-;1;3;3;4;;430 ₺;351 ₺;351 ₺;347 ₺
StatTrak™ SCAR-20 | Bloodsport (Minimal Wear);345;-;-;1;2;2;;;235 ₺;322 ₺;322 ₺
StatTrak™ Glock-18 | Wasteland Rebel (Minimal Wear);750;1;1;3;4;4;470 ₺;470 ₺;634 ₺;601 ₺;601 ₺
StatTrak™ P2000 | Imperial Dragon (Field-Tested);219;1;2;5;9;14;185 ₺;185 ₺;161 ₺;167 ₺;170 ₺
StatTrak™ P90 | Chopper (Minimal Wear);155;2;3;3;6;8;86 ₺;80 ₺;80 ₺;86 ₺;88 ₺
StatTrak™ SCAR-20 | Bloodsport (Factory New);638;-;-;-;-;-;;;-;;
Glock-18 | Wasteland Rebel (Well-Worn);150;-;-;-;-;1;;;-;;
StatTrak™ SCAR-20 | Bloodsport (Field-Tested);286;-;-;-;-;-;;;-;;
StatTrak™ PP-Bizon | Harvester (Factory New);95;-;-;-;-;-;;;-;;
StatTrak™ M4A1-S | Mecha Industries (Factory New);6.661;-;-;-;-;1;;;-;;
StatTrak™ AWP | Phobos (Minimal Wear);197;1;2;4;7;10;110 ₺;145 ₺;141 ₺;128 ₺;123 ₺
StatTrak™ M4A4 | Desolate Space (Battle-Scarred);460;-;-;-;1;3;;;-;330 ₺;337 ₺
StatTrak™ Five-SeveN | Violent Daimyo (Factory New);95;-;1;2;2;3;;104 ₺;97 ₺;97 ₺;95 ₺
StatTrak™ P2000 | Imperial Dragon (Minimal Wear);382;-;-;-;-;2;;;-;;
P2000 | Imperial Dragon (Battle-Scarred);133;-;-;-;4;10;;;-;108 ₺;94 ₺
M4A1-S | Mecha Industries (Factory New);4.473;-;-;-;4;5;;;-;3336 ₺;3169 ₺
Sawed-Off | Limelight (Factory New);60;-;-;-;-;1;;;-;;
SCAR-20 | Bloodsport (Well-Worn);100;-;1;1;3;3;;98 ₺;98 ₺;94 ₺;94 ₺
StatTrak™ Sawed-Off | Limelight (Battle-Scarred);36;-;-;1;1;2;;;38 ₺;38 ₺;41 ₺
StatTrak™ R8 Revolver | Reboot (Minimal Wear);180;-;-;-;1;1;;;-;175 ₺;175 ₺
StatTrak™ MAC-10 | Carnivore (Factory New);112;-;1;1;1;1;;50 ₺;50 ₺;50 ₺;50 ₺
StatTrak™ Sawed-Off | Limelight (Minimal Wear);87;-;-;-;-;-;;;-;;
StatTrak™ R8 Revolver | Reboot (Well-Worn);44;-;-;-;-;-;;;-;;
StatTrak™ AUG | Aristocrat (Battle-Scarred);55;-;-;-;-;-;;;-;;
M4A4 | Desolate Space (Factory New);650;3;5;8;20;27;675 ₺;676 ₺;733 ₺;726 ₺;686 ₺
R8 Revolver | Reboot (Factory New);149;-;-;-;3;4;;;-;134 ₺;126 ₺
SCAR-20 | Bloodsport (Field-Tested);117;1;2;5;6;11;95 ₺;98 ₺;97 ₺;100 ₺;100 ₺
StatTrak™ R8 Revolver | Reboot (Battle-Scarred);47;-;-;-;1;1;;;-;45 ₺;45 ₺
StatTrak™ P90 | Chopper (Well-Worn);70;-;1;1;1;1;;50 ₺;50 ₺;50 ₺;50 ₺
StatTrak™ Sawed-Off | Limelight (Field-Tested);45;-;1;1;3;4;;40 ₺;40 ₺;42 ₺;42 ₺
StatTrak™ SG 553 | Aerial (Factory New);51;1;2;4;11;18;42 ₺;40 ₺;38 ₺;38 ₺;37 ₺
StatTrak™ AUG | Aristocrat (Field-Tested);53;1;1;1;6;6;54 ₺;54 ₺;54 ₺;63 ₺;63 ₺
R8 Revolver | Reboot (Minimal Wear);47;-;-;2;4;5;;;51 ₺;43 ₺;43 ₺
AWP | Phobos (Well-Worn);164;-;1;4;4;5;;90 ₺;81 ₺;81 ₺;83 ₺
StatTrak™ Tec-9 | Ice Cap (Factory New);67;-;-;-;-;-;;;-;;
StatTrak™ R8 Revolver | Reboot (Field-Tested);66;1;1;1;2;3;76 ₺;76 ₺;76 ₺;68 ₺;64 ₺
StatTrak™ Nova | Exo (Factory New);34;-;-;-;1;2;;;-;32 ₺;31 ₺
StatTrak™ AUG | Aristocrat (Minimal Wear);147;-;1;1;3;7;;116 ₺;116 ₺;116 ₺;136 ₺
SCAR-20 | Bloodsport (Minimal Wear);168;-;-;-;1;3;;;-;171 ₺;149 ₺
P2000 | Imperial Dragon (Field-Tested);119;3;5;14;26;38;117 ₺;115 ₺;103 ₺;104 ₺;104 ₺
P2000 | Imperial Dragon (Factory New);350;-;1;5;8;12;;520 ₺;318 ₺;297 ₺;302 ₺
SCAR-20 | Bloodsport (Factory New);300;-;-;2;4;5;;;283 ₺;248 ₺;255 ₺
Guardian Elite Pin;1.500;1;3;3;4;4;1050 ₺;1133 ₺;1133 ₺;1125 ₺;1125 ₺
Militia Pin;126;1;2;6;15;24;110 ₺;118 ₺;115 ₺;114 ₺;112 ₺
Nuke Pin;220;1;3;4;9;14;190 ₺;227 ₺;227 ₺;202 ₺;195 ₺
Italy Pin;125;-;1;7;11;16;;95 ₺;126 ₺;122 ₺;117 ₺
Train Pin;249;1;2;7;13;26;160 ₺;135 ₺;154 ₺;144 ₺;127 ₺
Guardian Pin;199;1;3;8;19;34;145 ₺;145 ₺;151 ₺;146 ₺;138 ₺
Mirage Pin;345;2;4;4;7;10;302 ₺;293 ₺;293 ₺;301 ₺;298 ₺
StatTrak™ M4A1-S | Chantico's Fire (Factory New);11.476;-;-;-;-;-;;;-;;
StatTrak™ PP-Bizon | Judgement of Anubis (Battle-Scarred);575;-;-;-;-;-;;;-;;
StatTrak™ AUG | Fleet Flock (Battle-Scarred);150;-;-;-;-;-;;;-;;
StatTrak™ P250 | Asiimov (Minimal Wear);2.374;-;-;-;1;1;;;-;1750 ₺;1750 ₺
StatTrak™ CZ75-Auto | Red Astor (Factory New);299;-;-;-;-;1;;;-;;
StatTrak™ PP-Bizon | Judgement of Anubis (Well-Worn);510;-;-;-;-;-;;;-;;
StatTrak™ M4A1-S | Chantico's Fire (Minimal Wear);4.875;-;1;2;2;2;;3350 ₺;3843 ₺;3843 ₺;3843 ₺
PP-Bizon | Judgement of Anubis (Well-Worn);145;-;-;-;-;-;;;-;;
StatTrak™ UMP-45 | Primal Saber (Factory New);1.234;-;-;-;-;-;;;-;;
M4A1-S | Chantico's Fire (Factory New);5.323;-;-;-;1;5;;;-;3800 ₺;3771 ₺
PP-Bizon | Judgement of Anubis (Battle-Scarred);139;-;-;-;-;-;;;-;;
StatTrak™ Galil AR | Firefight (Factory New);371;-;-;-;1;2;;;-;288 ₺;267 ₺
StatTrak™ M4A1-S | Chantico's Fire (Field-Tested);2.200;1;1;4;7;7;1700 ₺;1700 ₺;1899 ₺;1871 ₺;1871 ₺
StatTrak™ PP-Bizon | Judgement of Anubis (Field-Tested);480;-;-;-;-;1;;;-;;
StatTrak™ Tec-9 | Re-Entry (Well-Worn);58;-;-;1;1;1;;;58 ₺;58 ₺;58 ₺
StatTrak™ P250 | Asiimov (Field-Tested);375;-;-;4;5;5;;;275 ₺;278 ₺;278 ₺
StatTrak™ PP-Bizon | Judgement of Anubis (Minimal Wear);775;-;-;-;-;1;;;-;;
StatTrak™ P250 | Asiimov (Well-Worn);340;-;-;1;2;3;;;250 ₺;275 ₺;240 ₺
UMP-45 | Primal Saber (Well-Worn);133;1;1;1;1;5;65 ₺;65 ₺;65 ₺;65 ₺;68 ₺
StatTrak™ PP-Bizon | Judgement of Anubis (Factory New);1.414;-;-;-;-;-;;;-;;
PP-Bizon | Judgement of Anubis (Minimal Wear);170;1;2;8;13;15;175 ₺;188 ₺;191 ₺;191 ₺;189 ₺
StatTrak™ AUG | Fleet Flock (Well-Worn);147;-;-;-;-;-;;;-;;
SSG 08 | Ghost Crusader (Factory New);127;-;-;1;3;4;;;90 ₺;85 ₺;89 ₺
StatTrak™ XM1014 | Black Tie (Factory New);378;-;-;-;1;1;;;-;358 ₺;358 ₺
Galil AR | Firefight (Factory New);100;-;-;1;1;2;;;75 ₺;75 ₺;73 ₺
PP-Bizon | Judgement of Anubis (Factory New);307;1;2;3;3;3;313 ₺;282 ₺;289 ₺;289 ₺;289 ₺
StatTrak™ P2000 | Oceanic (Factory New);40;2;4;8;10;11;52 ₺;47 ₺;41 ₺;42 ₺;42 ₺
StatTrak™ UMP-45 | Primal Saber (Minimal Wear);307;-;-;-;-;-;;;-;;
StatTrak™ UMP-45 | Primal Saber (Battle-Scarred);143;-;-;-;1;1;;;-;105 ₺;105 ₺
StatTrak™ SG 553 | Atlas (Factory New);46;-;-;-;-;1;;;-;;
StatTrak™ UMP-45 | Primal Saber (Field-Tested);147;-;-;-;3;3;;;-;120 ₺;120 ₺
StatTrak™ SSG 08 | Ghost Crusader (Field-Tested);55;-;-;1;4;7;;;60 ₺;73 ₺;71 ₺
StatTrak™ Tec-9 | Re-Entry (Minimal Wear);66;-;1;3;8;8;;50 ₺;57 ₺;58 ₺;58 ₺
CZ75-Auto | Red Astor (Factory New);71;-;-;-;-;1;;;-;;
StatTrak™ Galil AR | Firefight (Minimal Wear);95;1;3;3;6;9;92 ₺;89 ₺;89 ₺;106 ₺;100 ₺
M4A1-S | Chantico's Fire (Battle-Scarred);500;-;2;9;28;39;;466 ₺;539 ₺;494 ₺;483 ₺
StatTrak™ AUG | Fleet Flock (Field-Tested);150;-;-;-;-;-;;;-;;
StatTrak™ G3SG1 | Orange Crash (Factory New);54;1;1;3;4;6;47 ₺;47 ₺;39 ₺;40 ₺;40 ₺
AUG | Fleet Flock (Factory New);467;-;-;-;-;-;;;-;;
AUG | Fleet Flock (Well-Worn);130;1;1;1;1;2;70 ₺;70 ₺;70 ₺;70 ₺;68 ₺
XM1014 | Black Tie (Factory New);76;-;1;1;2;2;;111 ₺;111 ₺;100 ₺;100 ₺
StatTrak™ XM1014 | Black Tie (Field-Tested);37;-;1;2;3;4;;37 ₺;36 ₺;35 ₺;36 ₺
UMP-45 | Primal Saber (Battle-Scarred);73;1;1;2;4;5;60 ₺;60 ₺;55 ₺;54 ₺;52 ₺
AUG | Fleet Flock (Battle-Scarred);145;-;-;-;2;4;;;-;76 ₺;60 ₺
AUG | Fleet Flock (Minimal Wear);248;-;-;-;-;1;;;-;;
StatTrak™ AUG | Fleet Flock (Minimal Wear);463;-;-;-;-;-;;;-;;
StatTrak™ M249 | Spectre (Factory New);39;-;-;1;3;3;;;34 ₺;34 ₺;34 ₺
P250 | Asiimov (Minimal Wear);575;-;-;1;4;8;;;500 ₺;542 ₺;528 ₺
StatTrak™ P250 | Asiimov (Battle-Scarred);212;-;-;1;2;3;;;150 ₺;125 ₺;117 ₺
★ StatTrak™ Bowie Knife | Slaughter (Minimal Wear);12.119;-;-;-;1;1;;;-;9500 ₺;9500 ₺
★ StatTrak™ Bowie Knife | Fade (Factory New);23.057;-;-;-;-;-;;;-;;
★ StatTrak™ Bowie Knife | Stained (Minimal Wear);8.100;-;-;-;-;-;;;-;;
★ StatTrak™ Bowie Knife | Crimson Web (Well-Worn);8.500;-;-;-;-;-;;;-;;
★ StatTrak™ Bowie Knife | Case Hardened (Minimal Wear);13.609;-;-;-;-;-;;;-;;
StatTrak™ AK-47 | Fuel Injector (Factory New);32.544;-;-;-;-;1;;;-;;
★ StatTrak™ Bowie Knife | Case Hardened (Field-Tested);12.369;-;-;-;-;-;;;-;;
★ StatTrak™ Bowie Knife | Boreal Forest (Minimal Wear);7.510;-;-;-;-;-;;;-;;
★ Bowie Knife | Crimson Web (Minimal Wear);11.696;-;-;-;-;-;;;-;;
★ StatTrak™ Bowie Knife | Urban Masked (Minimal Wear);5.767;-;-;-;-;-;;;-;;
★ StatTrak™ Bowie Knife | Slaughter (Field-Tested);15.453;-;-;-;-;-;;;-;;
★ Bowie Knife | Fade (Minimal Wear);21.100;-;-;1;1;1;;;13022 ₺;13022 ₺;13022 ₺
★ StatTrak™ Bowie Knife | Crimson Web (Field-Tested);9.762;-;-;-;-;-;;;-;;
★ Bowie Knife | Slaughter (Factory New);15.395;-;-;-;-;2;;;-;;
★ StatTrak™ Bowie Knife | Safari Mesh (Battle-Scarred);8.239;-;-;-;-;-;;;-;;
★ StatTrak™ Bowie Knife | Stained (Field-Tested);6.540;-;-;-;-;-;;;-;;
★ Bowie Knife | Slaughter (Field-Tested);9.556;-;-;-;-;-;;;-;;
★ StatTrak™ Bowie Knife | Forest DDPAT (Minimal Wear);5.561;-;-;-;-;-;;;-;;
★ Bowie Knife | Scorched (Well-Worn);4.632;-;-;-;-;-;;;-;;
★ Bowie Knife | Urban Masked (Minimal Wear);5.590;-;-;1;3;3;;;3650 ₺;3617 ₺;3617 ₺
★ Bowie Knife | Night (Minimal Wear);5.858;-;-;-;-;-;;;-;;
★ StatTrak™ Bowie Knife | Urban Masked (Field-Tested);5.881;-;-;-;1;1;;;-;3334 ₺;3334 ₺
★ StatTrak™ Bowie Knife | Crimson Web (Battle-Scarred);22.893;-;-;-;-;-;;;-;;
★ Bowie Knife | Urban Masked (Battle-Scarred);4.950;-;-;-;-;-;;;-;;
★ Bowie Knife | Forest DDPAT (Minimal Wear);5.042;-;-;-;1;1;;;-;3900 ₺;3900 ₺
★ Bowie Knife | Boreal Forest (Battle-Scarred);5.687;-;-;2;3;5;;;3450 ₺;3400 ₺;3598 ₺
★ Bowie Knife | Case Hardened (Minimal Wear);11.668;-;-;-;1;1;;;-;7250 ₺;7250 ₺
★ Bowie Knife | Forest DDPAT (Well-Worn);4.689;-;-;-;-;-;;;-;;
★ Bowie Knife | Crimson Web (Field-Tested);7.230;-;1;1;1;1;;5450 ₺;5450 ₺;5450 ₺;5450 ₺
StatTrak™ Desert Eagle | Kumicho Dragon (Well-Worn);2.624;-;-;-;-;-;;;-;;
★ Bowie Knife | Boreal Forest (Minimal Wear);5.767;-;-;-;-;-;;;-;;
★ Bowie Knife | Urban Masked (Well-Worn);5.074;-;-;-;-;1;;;-;;
★ StatTrak™ Bowie Knife | Scorched (Field-Tested);3.999;-;1;1;3;3;;3434 ₺;3434 ₺;3541 ₺;3541 ₺
★ Bowie Knife | Case Hardened (Well-Worn);7.250;-;-;-;-;-;;;-;;
StatTrak™ AWP | Elite Build (Factory New);3.380;-;-;1;1;1;;;2050 ₺;2050 ₺;2050 ₺
StatTrak™ M4A4 | The Battlestar (Factory New);1.644;-;-;-;-;-;;;-;;
★ Bowie Knife | Stained (Battle-Scarred);6.084;-;-;-;-;-;;;-;;
★ Bowie Knife | Case Hardened (Field-Tested);8.946;-;-;1;1;2;;;7000 ₺;7000 ₺;6751 ₺
★ Bowie Knife | Safari Mesh (Battle-Scarred);4.327;-;-;-;-;-;;;-;;
★ Bowie Knife | Blue Steel (Well-Worn);7.137;-;-;-;-;-;;;-;;
★ Bowie Knife | Boreal Forest (Well-Worn);4.818;-;-;-;-;-;;;-;;
StatTrak™ M4A4 | The Battlestar (Battle-Scarred);844;-;-;-;1;1;;;-;520 ₺;520 ₺
★ Bowie Knife | Stained (Field-Tested);6.300;-;1;1;1;1;;3800 ₺;3800 ₺;3800 ₺;3800 ₺
★ Bowie Knife | Crimson Web (Well-Worn);6.000;-;-;-;-;-;;;-;;
StatTrak™ AK-47 | Fuel Injector (Well-Worn);9.494;-;-;-;-;-;;;-;;
StatTrak™ Desert Eagle | Kumicho Dragon (Factory New);3.396;-;-;-;-;-;;;-;;
AK-47 | Fuel Injector (Factory New);16.747;-;-;-;1;2;;;-;12096 ₺;14613 ₺
StatTrak™ Desert Eagle | Kumicho Dragon (Minimal Wear);1.915;1;2;2;3;3;1900 ₺;1728 ₺;1728 ₺;1719 ₺;1719 ₺
